3023,3023,True,0.20256399999999999
3675,3298,False,0.1627210000000000,,0.57750000000000001
3622,3622,True,0.15744300000000000,,
15672,3005,False,0.16837099999999999,,
4490,3003,False,0.16800699999999999,,
3023,3069,False,0.16870399999999999,,
3005,3005,True,0.17219100000000001,,
3070,3070,True,0.17764600000000000,,
3005,54200,False,0.16889199999999999,,
3659,3010,False,0.16883400000000001,,
43857,43857,True,0.170746000000000,,
15672,15672,True,0.18712699999999999,,
3002,3002,True,0.19382500000000000,,
15672,15672,True,0.16858200000000001,,
3675,3675,True,0.16591600000000001,,
6632,6632,True,0.17049300000000001,,
3001,3001,True,0.1594100000000000,,
3700,3004,False,0.1631160000000000,,
2357,3004,False,0.15996400000000000,,
3069,4150,False,0.18317000000000000,,
43093,43093,True,0.24405099999999999,,
3021,3021,True,0.1912060000000000,,
2780,3070,False,0.16695699999999999,,
3700,3004,False,0.17114900000000000,,
3069,3069,True,0.1742540000000000,,
3298,3298,True,0.16146500000000000,,
14719,3023,False,0.17003499999999999,,
3062,3062,True,0.20062700000000000,,
3070,18654,False,0.16469300000000001,,
3659,3659,True,0.16334099999999999,,
3037,3038,False,0.17877699999999999,,
41678,4490,False,0.16902700000000001,,
3039,3039,True,0.16954400000000000,,
2420,85984,False,0.17429000000000000,,
3001,3037,False,0.1681060000000000,,
3068,3068,True,0.19403699999999999,,
4490,4490,True,0.174469000000000,,
2780,2780,True,0.17216799999999999,,
3039,3045,False,0.16967199999999999,,
99301,99301,True,0.24275900000000000,,
3002,3046,False,0.160353000000000,,
3700,3700,True,0.16601800000000000,,
3022,85984,False,0.1498850000000000,,
3046,3003,False,0.18644500000000000,,
3010,3622,False,0.1610120000000000,,
3010,3010,True,0.16948900000000000,,
3040,33909,False,0.1644600000000000,,
3038,3039,False,0.16029800000000000,,
14719,14719,True,0.16595799999999999,,
54200,54200,True,0.1627060000000000,,
3068,3068,True,0.16141500000000000,,
4274,4274,True,0.16466200000000000,,
43093,43093,True,0.15830600000000000,,
4274,4274,True,0.16532300000000000,,
4286,3700,False,0.1716290000000000,,
3062,3062,True,0.17173099999999999,,
3046,3045,False,0.16956499999999999,,
3004,3004,True,0.1727770000000000,,
2780,2780,True,0.1616060000000000,,
43093,43093,True,0.1854260000000000,,
85984,41677,False,0.17219200000000001,,
3021,3021,True,0.16607900000000000,,
3004,3004,True,0.17549799999999999,,
41677,18654,False,0.16402400000000000,,
6632,6632,True,0.16739399999999999,,
3002,3002,True,0.1784190000000000,,
3070,3070,True,0.17244999999999999,,
3037,3001,False,0.176744000000000,,
27925,27925,True,0.16117500000000001,,
3623,3023,False,0.16123299999999999,,
6632,6632,True,0.15939900000000001,,
43857,3062,False,0.15888400000000000,,
54200,54200,True,0.16385700000000000,,
3003,3003,True,0.1618360000000000,,
3037,3001,False,0.16386200000000001,,
4150,4150,True,0.16582500000000000,,
3002,3021,False,0.16470699999999999,,
3038,3039,False,0.17821300000000001,,
3062,3062,True,0.16723900000000000,,
4274,4274,True,0.16767399999999999,,
3700,3004,False,0.1815620000000000,,
3622,3005,False,0.17046200000000000,,
4490,3004,False,0.18955000000000000,,
3070,3070,True,0.23294599999999999,,
3068,3068,True,0.16614999999999999,,
3010,3622,False,0.15640499999999999,,
3068,3068,True,0.16371600000000000,,
3298,3039,False,0.16335800000000000,,
4286,4286,True,0.16347600000000001,,
3623,3023,False,0.17311299999999999,,
3045,3039,False,0.21715799999999999,,
6632,43093,False,0.19691200000000000,,
3298,3298,True,0.1688840000000000,,
3069,3069,True,0.18291199999999999,,
3675,3298,False,0.16609800000000000,,
3040,3040,True,0.16271400000000000,,
6143,6143,True,0.16859700000000000,,
27925,27925,True,0.1667460000000000,,
4490,4490,True,0.15987899999999999,,
3298,3038,False,0.1636190000000000,,
3005,3005,True,0.19063600000000000,,
3046,3039,False,0.19898199999999999,,
3040,3040,True,0.16239000000000001,,
4274,4274,True,0.16376900000000000,,
3023,3023,True,0.16679800000000000,,
3069,3069,True,0.16770599999999999,,
3005,3005,True,0.1757800000000000,,
41678,41678,True,0.16707700000000000,,
15672,15672,True,0.1778550000000000,,
3038,3002,False,0.17657100000000001,,
14719,14719,True,0.16171800000000000,,
3062,3062,True,0.16818500000000000,,
3063,3063,True,0.16429900000000000,,
4274,4274,True,0.1752310000000000,,
3068,85984,False,0.1719840000000000,,
43857,43857,True,0.16448699999999999,,
4150,4150,True,0.16037499999999999,,
85984,85984,True,0.16312299999999999,,
54200,54200,True,0.18564600000000001,,
3298,3298,True,0.17759900000000001,,
3622,3623,False,0.187714000000000,,
3010,4286,False,0.16224300000000000,,
3024,3024,True,0.17498400000000000,,
2780,2780,True,0.16325600000000001,,
4150,4150,True,0.16601099999999999,,
3700,3004,False,0.16613200000000000,,
3062,3062,True,0.16275400000000001,,
4490,3010,False,0.18675700000000001,,
3021,33909,False,0.18001700000000001,,
3700,3700,True,0.16806499999999999,,
4490,4286,False,0.16260900000000000,,
3623,3700,False,0.1793510000000000,,
85984,3068,False,0.177260000000000,,
2357,2357,True,0.17193300000000000,,
4150,4150,True,0.1699230000000000,,
3020,3020,True,0.16486500000000001,,
43857,43857,True,0.1744990000000000,,
3002,3021,False,0.17668700000000001,,
3063,3004,False,0.17006900000000000,,
2420,2420,True,0.16579500000000000,,
3003,3003,True,0.20261499999999999,,
4274,4274,True,0.21622500000000000,,
3298,4490,False,0.2256030000000000,,
4286,3038,False,0.21387400000000001,,
3062,3062,True,0.16463300000000000,,
4150,4150,True,0.16631699999999999,,
3024,3070,False,0.1633130000000000,,
3001,3003,False,0.17058400000000001,,
3001,3001,True,0.16108300000000000,,
3010,99301,False,0.17425800000000000,,
