3046,3003,False,0.30788516998291016
3004,6143,False,0.2747924327850342
4274,4274,True,0.27287936210632324
4150,4150,True,0.25294017791748047
3069,3069,True,0.24304580688476562
3038,3038,True,0.2743954658508301
3024,3024,True,0.2693445682525635
41678,41678,True,0.2710418701171875
3040,3040,True,0.27869081497192383
3622,3001,False,0.27542543411254883
3004,3700,False,0.2493588924407959
2780,2780,True,0.2476181983947754
3001,3003,False,0.24434280395507812
99301,3675,False,0.24635100364685059
3675,3675,True,0.25906968116760254
3070,54200,False,0.24403047561645508
3063,3063,True,0.2693042755126953
3622,3005,False,0.2731289863586426
3022,3022,True,0.2810397148132324
3045,3045,True,0.2711501121520996
43857,43857,True,0.27635741233825684
3003,3003,True,0.2845609188079834
3622,3659,False,0.2902567386627197
3038,99301,False,0.27619218826293945
4490,4490,True,0.2676849365234375
4286,4490,False,0.24747562408447266
3024,3024,True,0.24451160430908203
18654,18654,True,0.2528197765350342
41678,33909,False,0.2641286849975586
43857,3069,False,0.2672736644744873
85984,3700,False,0.2524595260620117
3038,3002,False,0.2396378517150879
27925,27925,True,0.2742125988006592
3001,3001,True,0.25364065170288086
27925,4274,False,0.2508857250213623
54200,54200,True,0.26244449615478516
2780,2780,True,0.26117730140686035
3004,3004,True,0.2879626750946045
4150,4150,True,0.251554012298584
43857,43857,True,0.25130510330200195
3023,3023,True,0.2917366027832031
2420,2357,False,0.29162168502807617
3023,3623,False,0.2726929187774658
41677,41677,True,0.299088716506958
3001,3001,True,0.27850985527038574
14719,43093,False,0.24289798736572266
3623,3623,True,0.24481630325317383
18654,18654,True,0.2744431495666504
43857,4150,False,0.29090046882629395
3040,3040,True,0.27901625633239746
15672,4150,False,0.275285005569458
3023,3623,False,0.27538585662841797
3675,3298,False,0.29214906692504883
3037,3037,True,0.2550010681152344
99301,3037,False,0.24724078178405762
3003,3003,True,0.24798250198364258
3068,3623,False,0.37387585639953613
3005,3005,True,0.2696564197540283
3001,3001,True,0.27350878715515137
2780,43093,False,0.2675471305847168
6143,6143,True,0.2851142883300781
3070,3070,True,0.2811262607574463
3046,3003,False,0.28261613845825195
